all_type,text
L-R,"Did you know that Wolfgang Amadeus Mozart Had tourettes what about Samuel click here Johnson http://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.html (Link->http://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.htmlhttp://www.hoagiesgifted.org/eric/fact/famous.html)"""
L-R,"[ -- ] that I have learned is that your heart gets smaller because your heart pumps blood,and in space you don´t need that much blood to be pumped since you are just floating. On Earth you need the blood to be pumped to be able to move.I got this information fromhttps://ed.ted.com/featured/QS6sEKzz"
L-R,"Eyes The human eyeball about 1 inch ( 2.5 centimeters) The eye can see in bright light and in dim light. But it cannot see when there is no light at all. The eye changes these rays into electrical and chemical signals. The signals are then sent to the brain. Six muscles move the eye in different directions. i find this information in https://www.worldbookonline.com/wbdiscover/article?id=ar830862&amp;st=eyes"""
L-R,"The circulatory system of the lungfish is similer to most fish and maybe humans. It's heart does the same thing that the humans do but it goes to the gills of the fish. Plus each and every lungfish has different blood volume and preasure. (Of the small number of species of fish used in studies of the circulation, only a few have been investigated extensively. These include hagfish, dogfish, skate, ratfish, Port Jackson shark, trout, salmon, carp, tench, cod, lingcod, eel, and lungfish. The data have been collected using a variety of techniques under a variety of conditions. In some instances, the fish were not intact and were either out of water, restrained, or anesthetized; in other experiments the recordings were obtained from intact, unanesthetized, and relatively unrestrained fish. The circulatory system is of necessity, very responsive to changes in the environment,) the credits are from https://www.sciencedirect.com/science/article/pii/S1546509808601296 (Link->https://www.sciencedirect.com/science/article/pii/S1546509808601296) And I also used google scholar to find this info..."""
L-R,"https://www.brainpop.com/health/bodysystems/muscles/ (Link->https://www.brainpop.com/health/bodysystems/muscles/) this is a brainpop on muscles and it says the the heart is a involuntary muscles so we an't flex it but voluntary muscles are the one yu can flex"""
L-R,"Evolution is the change that eventually happens over millions of years to better adapt to a habitat or environment change. For example, in the beginning of the world, all the life was simply a few cells floation in the ocean. Then they eventually adapted to ocean life by taking on the form of a axolotl-like fish/lizard. Then they grew legs and lungs and came to land as an early form of lizards. These adapted into dinosaurs. Dinosaurs went extinct, but many species of moles and mice. These adapted into other animals, and those animals adapted, and that is how evolution basically works. Here is a link to my slideshow! I hope you enjoy it and learn from it. It is for the Symposium, so please do not write anything in it or delete anything. Thank you!https://docs.google.com/presentation/d/1JrYC1Bpb6lb-g9AJ1o22qPt2gzPHJ0h0h9U5ZzL8eMU/edit#slide=id.g5537d7c92f_0_5 (Link->https://docs.google.com/presentation/d/1JrYC1Bpb6lb-g9AJ1o22qPt2gzPHJ0h0h9U5ZzL8eMU/edit#slide=id.g5537d7c92f_0_5)"" "
L-R,"This includes the forms of: AIDS, Alzhiemer's Disease, Avian Flu, Cancer, Chickenpox, Depression, Ebola, Flu, Flu Vaccine, and more! BrainPop helped made this possible. Here is the link: https://collections.follettsoftware.com/collection/5c51e65c9600a30011c1f251 (Link->https://collections.follettsoftware.com/collection/5c51e65c9600a30011c1f251) To BrainPop: https://www.brainpop.com/health/diseasesinjuriesandconditions/ (Link->https://www.brainpop.com/health/diseasesinjuriesandconditions/)"""
L-R,"I know that the earth will always have about the same amount of water, But we can make water dirty so we can't use it again until we purify it. In Africa one of the main water sources is lake chad, but it has been shrinking. here is a link to a picture of lake chads water supply. https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit (Link->https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit)"""
L-R,"1. Water Watch: Image -> https://kf6.rit.albany.edu//attachments/5b87586745b8a02554df72de/5ce05049747d9e5f35df59c1/1/Untitled copy.jpeg Livemapping and animation of streamflow in the US. &gt;https://waterwatch.usgs.gov/index.php?m=wwmaps (Link->https://waterwatch.usgs.gov/index.php?m=wwmaps) Select the beginning date, ending date, and interval days, click Go. 2.How to make water from hydrogen and oxygen – Why can’t we just make water? https://www.thoughtco.com/making-water-from-hydrogen-and-oxygen-4021101 (Link->https://www.thoughtco.com/making-water-from-hydrogen-and-oxygen-4021101) 3.Desalination https://www.usgs.gov/special-topic/water-science-school/science/desalination?qt-science_center_objects=0#qt-science_center_objects (Link->https://www.usgs.gov/special-topic/water-science-school/science/desalination?qt-science_center_objects=0#qt-science_center_objects) 4.How glaciers change the world! https://www.youtube.com/watch?v=W1InAfn7am0 (Link->https://www.youtube.com/watch?v=W1InAfn7am0) Lots of rivers flow out of glaciers. Lots of people, plants, and animals need water from those rivers. And some scientists and engineers have worked together to use the energy from melting glaciers to generate electricity. But, we don’t want them to melt too much. As more glacier water melts and flows to the ocean, the sea level gets higher, which can create a lot of problems. 5.Why can’t we drink the ocean? https://www.youtube.com/watch?v=uPyr0JrTmpo (Link->https://www.youtube.com/watch?v=uPyr0JrTmpo) The main thing your kidneys do is to make urine, otherwise known as pee. If you have too much salt in your body, your kidneys move some of it into your urine, and then you just pee it out. – “pee” was already mentioned by Sophia in her ITM note although she hasn’t talked about “kidney” yet. 6.Where does water come from? https://www.youtube.com/watch?v=R0K7VKkksyc (Link->https://www.youtube.com/watch?v=R0K7VKkksyc) 7. How does water get to your house? https://www.youtube.com/watch?v=cGi4PugN4qY (Link->https://www.youtube.com/watch?v=cGi4PugN4qY) 8. Mapping OverallWater Risk in the World These maps show where water-related risks are most severe. https://www.wri.org/applications/maps/aqueduct-atlas/#x=-76.29&amp;y=35.83&amp;s=ws!20!28!c&amp;t=waterrisk&amp;w=def&amp;g=0&amp;i=BWS-16!WSV-4!SV-2!HFO-4!DRO-4!STOR-8!GW-8!WRI-4!ECOS-2!MC-4!WCG-8!ECOV-2!&amp;tr=ind-1!prj-1&amp;l=5&amp;b=terrain&amp;m=group (Link->https://www.wri.org/applications/maps/aqueduct-atlas/#x=-76.29&amp;y=35.83&amp;s=ws!20!28!c&amp;t=waterrisk&amp;w=def&amp;g=0&amp;i=BWS-16!WSV-4!SV-2!HFO-4!DRO-4!STOR-8!GW-8!WRI-4!ECOS-2!MC-4!WCG-8!ECOV-2!&amp;tr=ind-1!prj-1&amp;l=5&amp;b=terrain&amp;m=group) 9. Water-quality changes in the Nation's streams and rivers. https://nawqatrends.wim.usgs.gov/swtrends/ (Link->https://nawqatrends.wim.usgs.gov/swtrends/)"""
L-R,"[ -- ] if you left something in soda for two weeks and if you left that same thing in water for two weeks what would be the difference. [ -- ]is that the one left in soda would be damaged while the one in the water would be perfectly fine. https://glensummitspringwater.com/the-great-spring-water-vs-soda-debate-from-glen-summit-spring/ (Link->https://glensummitspringwater.com/the-great-spring-water-vs-soda-debate-from-glen-summit-spring/) This link is a article about results of drinking water vs. the results of drinking soda."""
L-I,How a shadow is made a light nose on a big object 
L-I,Rainbows are when light goes through rain droplets that act like prisms 
L-I,The order of colors in the rainbow goes Red Orange yellow Green Blue Indigo Violet its in that order because of the light waves red is the longest light wave and violet is the shortest light wave 
L-I,This is how we see different colored objects when you see a yellow flower it is because all the primary colors of light hit it red and green light bounce off of the flower into your eye 
L-I,its the same with magenta except blue  red nonces off 
L-I,its also the same with cyan except blue  green light bounces off 
L-I,Shadows are made when light hits an opaque object and so then it makes shadow The shadow is allays attacher to a opaque object 
L-I,It depends on the time of day for the size of the shadow 
L-I,a convex lens also helps focus the light  
L-I,It dost focus the light  
L-I,If you shine a light through a stem of water you will see a rainbow in the water 
L-I,Wen you see a red rose the blue and green are being absorbed and the red will be reflected and you see a red rose 
L-I,Wen you look at a yellow rose the to colors that are reflected are red and green they make yellow The blue is absorbed and you cant see it 
L-I,Other Lights our when the sun boards the earth with tiny particles of belletristic they hit the earths attester the air and electricity makes it glow 
L-I,A liner elicits is when the sun is behind the earth and the moons in front of the earth 
L-I,Light travels in inviable waves so it acts like a straight line but is actually waves 
L-I,Light wave length is shorter then ultra violet waves which are inviable to our eyes so some people still think that light travels in a straight line It was proved by many people a long time ago 
L-I,A shadow is made by an opaque object nontransparent object and when you shine the light through the opaque object you can see a black spot that black spot is a shadow 
L-I,Solar panels are usably used in places where they want to absorb light what a solar panel is basically is a thing that absorbs light stead of reflecting light so it can give off light later on 
L-I,You have three eye cones in your eyes to SEe different couplers like I said before the easy way to SE many couplers is you need blue red and green so they are blue red and green 
L-I,glowing things is that it needs to absorb light to work 
L-I,A shadow is a reflection of light hitting an object To see a shadow you need a source of light like the sun or a flash light 
L-I,A solar eclipse is when the sun over laps the moon band then the sun and the moon go red 
L-I,This is how a shadow is made  a shadow is made when light hits an object 
L-I,This is why how you make a rainbow with a prism you get a prism and shine a light though the prism and then you will see a prism rainbow
L-I,how we make a rainbow with rain  After it rains you see a rainbow its made by the sun light shining though the water and it makes a rainbow 
L-I,Solar panel absorb light and change it to solar energy 
L-I,My theory about how light travels is that light travels in ripple waves 
L-I,My theory about all we see is light is that every thing we see is light 
L-I,the way a shadow is made is that you are covering part of where the light hits 
L-I,My understanding of rainbows is that the reason that there always in the same order is that Red has the longest light wave and violet the shortest 
L-I,Anything that isn't the same color gets absorbed the same color is always reflected 
L-I,Rainbows are sometimes made when leftover raindrops The raindrops acts as prisms 
L-I,other things make things glow in the dark like electricity heat and friction 
L-I,If you looked into a concave mirror you would see behind you and a lot of light because the light goes in then bounces until it shoots out the way it came 
L-I,I learned that a solar eclipse occurs when the moon blocks the sun which casts a huge shadow over the earth 
L-I,A shadow is made by light hitting you and the light is big so it gets around the person and makes a shadow 
L-I,I also learned that there are things called atoms and electrons that can pass through wires and make electricity 
L-I,The northern lights happen when the sun makes tiny bits of electricity go down to earth 
L-I,If you look at a yellow flower the color that would absorb is blue and the colors that would bounce into your eyes are red and green 
L-I,If you look at a red rose blue and green are absorbed into your eyes and red is reflected 
L-I,When you see a rainbow  you only see half of it A rainbow is actual a circle but the clouds are blocking the half of the rainbow that you don't see 
L-I,If you look at a red rose in green light the rose doesn't absorb the green light so the rose appears black 
L-I,Fluorescence objects are glow in the dark objects A sea animal that lives under the water is glow in the dark and glow in the dark star stickers and bandages Fluorescence objects are made be friction like two rocks rubbing together 
